NORAD CAT ID,NAME,LAUNCH DATE,REENTRY DATE,DRY MASS (KG),ORBIT,PLNAME
1246,COSMOS 60,1965-03-12,1965-03-17,500.0,LLEO/I,E-6 No. 9
1247,OPS 4920,1965-03-12,1965-03-17,2000.0,LLEO/R,GAMBIT SV 966
1250,SECOR 2 (EGRS 2),1965-03-11,1968-02-26,18.0,LEO/P,Secor II S/N 3 (TR-27)
1267,COSMOS 61,1965-03-15,1968-01-15,50.0,LEO/I,Strela-1 GVM
1268,COSMOS 62,1965-03-15,1968-09-24,50.0,LEO/I,Strela-1 GVM
1269,COSMOS 63,1965-03-15,1967-11-04,50.0,LEO/I,Strela-1 GVM
1271,OPS 4988 (GREB 6),1965-03-09,None,48.0,LEO/I,POPPY 4 Bravo
1272,PORCUPINE 1,1965-03-09,None,4.0,LEO/I,Dodecapole I
1273,OPS 7353,1965-03-18,1989-12-31,50.0,LEO/S,FTV 3511?
1274,VOSKHOD 2,1965-03-18,1965-03-19,2785.0,LLEO/I,Voskhod 3KD No. 4
1291,SOLRAD 7B,1965-03-09,None,47.0,LEO/I,POPPY 4 Alfa
1292,GGSE 3,1965-03-09,1965-05-03,59.0,LEO/I,POPPY 4 Delta
1293,OSCAR 3,1965-03-09,None,15.0,LEO/I,OSCAR 3
1303,OPS 7087,1965-03-11,1965-06-14,54.0,LLEO/P,NNS O-3
1305,COSMOS 64,1965-03-25,1965-04-02,2100.0,LLEO/I,Zenit-2 No. 17L
1307,OPS 4803,1965-03-25,1965-04-05,210.0,LLEO/S,CORONA J-19
1310,SURCAL 2,1965-03-09,1981-03-27,5.0,LEO/I,SURCAL
1314,OPS 4682 (SNAPSHOT),1965-04-03,None,422.0,LEO/P,SNAP-10A FS-4
1315,SECOR 4 (EGRS 4),1965-04-03,None,18.0,LEO/P,Secor II S/N 5 (ITT C-101)
1317,INTELSAT 1-F1,1965-04-06,2001-07-18,30.0,GEO/D,INTELSAT I
1320,COSMOS 65,1965-04-17,1965-04-25,2200.0,LLEO/I,Zenit-4 No. 6L
1324,MOLNIYA 1-1,1965-04-23,1979-08-16,1620.0,GTO,Molniya-1 No. 3L
1328,EXPLORER 27,1965-04-29,None,55.0,LEO/I,Beacon Explorer C
1329,OPS 6717,1965-04-28,1969-10-31,95.0,LLEO/S,P-11 No. 4401
1360,LES 2,1965-05-06,None,37.0,MEO,LES 2
1361,LCS 1,1965-05-06,None,34.0,MEO,LCS 1
1362,COSMOS 66,1965-05-07,1965-05-15,2100.0,LLEO/I,Zenit-2 No. 27L
1366,LUNIK 5,1965-05-09,1965-05-12,300.0,CLO,E-6 No. 10
1367,OPS 5023 (2),1965-04-29,1965-06-08,157.0,LEO/I,SRV 1019-2
1374,OPS 8431,1965-05-18,1965-06-15,210.0,LLEO/I,CORONA J-21
1377,OPS 8386,1965-05-20,2012-03-09,72.0,LEO/S,DMSP Block 3 F-1
1381,PEGASUS 2,1965-05-25,1979-11-03,1400.0,LEO/I,Pegasus 2
1382,COSMOS 67,1965-05-25,1965-06-02,2200.0,LLEO/I,Zenit-4 No. 10L
1385,APOLLO MODEL 4,1965-05-25,1989-07-08,2000.0,LEO/I,Apollo BP-26 CM
1388,EXPLORER 28 (IMP-3),1965-05-29,1965-05-30,59.0,DSO,IMP C
1396,OPS 8425,1965-06-09,1965-06-22,210.0,LLEO/I,CORONA J-20
1404,COSMOS 68,1965-06-15,1965-06-23,2100.0,LLEO/I,Zenit-2 No. 29L
1412,LEAD BALLAST,1965-06-18,1965-06-29,8948.0,LLEO/I,Lead Ballast
1420,OPS 8480 (TRANSIT 5B-6),1965-06-24,None,54.0,LEO/P,NNS O-4
1421,COSMOS 69,1965-06-25,1965-07-03,2200.0,LLEO/I,Zenit-4 No. 4L
1422,OPS 6749,1965-06-25,1968-08-22,95.0,LLEO/R,P-11 No. 4402
1424,OPS 5501,1965-06-25,1965-06-30,2000.0,LLEO/R,GAMBIT SV 969
1430,TIROS 10,1965-07-02,None,127.0,LEO/S,Tiros OT1
1431,COSMOS 70,1965-07-02,1966-12-18,220.0,LEO/I,DS-A1 No. 7
1441,COSMOS 71,1965-07-16,1970-08-11,50.0,LLEO/I,Strela-1 GVM
1442,COSMOS 72,1965-07-16,1979-08-24,50.0,LLEO/I,Strela-1 GVM
1443,COSMOS 73,1965-07-16,1974-03-20,50.0,LLEO/I,Strela-1 GVM
1444,COSMOS 74,1965-07-16,1979-12-13,50.0,LLEO/I,Strela-1 GVM
1445,COSMOS 75,1965-07-16,1979-09-28,50.0,LLEO/I,Strela-1 GVM
1447,OPS 8411,1965-07-17,1968-12-18,600.0,LLEO/I,Project 770 Group 1-A
1458,OPS 6577 (VELA 5),1965-07-20,1972-01-01,132.0,VHEO,Vela 3A
1459,OPS 6564 (VELA 6),1965-07-20,None,132.0,VHEO,Vela 3B
1460,ERS 17,1965-07-20,1968-07-01,5.0,VHEO,ERS 17
1464,COSMOS 76,1965-07-23,1966-03-16,200.0,LLEO/I,DS-P1-Yu No. 3L
1466,PROTON 1,1965-07-16,1965-10-11,8300.0,LLEO/I,N-4 No. 1
1467,PEGASUS 3,1965-07-30,1969-08-04,1400.0,LLEO/I,Pegasus 3
1468,APOLLO MODEL 5,1965-07-30,1975-11-22,2000.0,LLEO/I,Apollo BP-9A CM
1469,COSMOS 77,1965-08-03,1965-08-11,2200.0,LLEO/I,Zenit-4 No. 13L
1472,OPS 6761,1965-08-03,1968-06-17,95.0,LLEO/R,P-11 No. 4403
1505,COSMOS 78,1965-08-14,1965-08-22,2100.0,LLEO/I,Zenit-2 No. 30L
1506,SECOR 5 (EGRS 5),1965-08-10,None,18.0,LEO/I,Secor I S/N 2 (TR-27)
1510,DODECAPOLE 2,1965-08-13,None,4.0,LEO/P,Dodecapole 2
1512,TEMPSAT 1,1965-08-13,None,9.0,LEO/P,NRL PL157
1513,OPS 7208,1965-08-17,1965-10-11,210.0,LLEO/I,CORONA J-23
1514,OPS 8464 (TRANSIT 5B-7),1965-08-13,None,54.0,LEO/P,NNS O-5
1515,NAVSPASUR ROD 1,1965-08-13,None,3.0,LEO/P,Long Rod
1516,GEMINI 5,1965-08-21,1965-08-29,2147.0,LLEO/I,Gemini SC5
1520,CALSPHERE 4(A),1965-08-13,None,4.0,LEO/P,NRL PL158?
1570,COSMOS 80,1965-09-03,None,50.0,LEO/I,Strela-1
1571,COSMOS 81,1965-09-03,None,50.0,LEO/I,Strela-1
1572,COSMOS 82,1965-09-03,None,50.0,LEO/I,Strela-1
1573,COSMOS 83,1965-09-03,None,50.0,LEO/I,Strela-1
1574,COSMOS 84,1965-09-03,None,50.0,LEO/I,Strela-1
1577,PORCUPINE 2,1965-08-13,None,5.0,LEO/P,NRL PL150C?
1580,OPS 8068,1965-09-10,None,72.0,LEO/S,DMSP Block 2 F-1
1584,COSMOS 86,1965-09-18,None,50.0,LEO/I,Strela-1
1585,COSMOS 87,1965-09-18,None,50.0,LEO/I,Strela-1
1586,COSMOS 88,1965-09-18,None,50.0,LEO/I,Strela-1
1587,COSMOS 89,1965-09-18,None,50.0,LEO/I,Strela-1
1588,COSMOS 90,1965-09-18,None,50.0,LEO/I,Strela-1
1602,OPS 7221,1965-09-22,1965-10-11,210.0,LLEO/I,CORONA J-24
1613,OV1-2,1965-10-05,None,86.0,LEO/R,OV1-2S
1615,OPS 5325,1965-10-05,1965-10-29,210.0,LLEO/I,CORONA JX-28
1620,OGO 2 (POGO),1965-10-14,1981-09-17,507.0,LEO/P,OGO C
1621,MOLNIYA 1-2,1965-10-14,1967-03-17,1620.0,GTO,Molniya-1 No. 4L
1629,COSMOS 93,1965-10-19,1966-01-03,240.0,LLEO/I,DS-U2-V No. 1
1641,OV2-1,1965-10-15,None,170.0,LEO/I,OV2-1
1701,PROTON 2,1965-11-02,1966-02-06,8300.0,LLEO/I,N-4 No. 2
1706,COSMOS 95,1965-11-04,1966-01-18,240.0,LLEO/I,DS-U2-V No. 2
1726,EXPLORER 29 (GEOS 1),1965-11-06,None,176.0,LEO/I,GEOS A
1730,VENERA 2,1965-11-12,1965-11-14,963.0,LLEO/I,3MV-4 No. 4
1738,EXPLORER 30,1965-11-19,None,57.0,LEO/I,Solar Explorer A
1777,COSMOS 97,1965-11-26,1967-04-02,230.0,LEO/I,DS-U2-M No. 1
1778,A-1 (ASTERIX),1965-11-26,None,42.0,LEO/I,A-1
1804,ALOUETTE 2,1965-11-29,None,145.0,LEO/I,Alouette 2
1806,EXPLORER 31 (ISIS-X),1965-11-29,None,98.0,LEO/I,DME-A
1814,FR 1,1965-12-06,None,62.0,LEO/I,FR-1
1841,PIONEER 6,1965-12-16,1965-12-18,63.0,EEO,Pioneer A
1843,COSMOS 100,1965-12-17,2002-02-15,1250.0,LEO/I,Meteor No. 3L
1846,COSMOS 101,1965-12-21,1966-07-12,200.0,LLEO/I,DS-P1-Yu No. 4L
1864,OPS 1509 (TRANSIT 10),1965-12-22,None,51.0,LEO/P,NNS O-6
1866,OPS 4639,1965-12-24,1966-01-20,210.0,LLEO/I,CORONA J-26
1868,COSMOS 103,1965-12-28,1990-01-02,800.0,LEO/I,Strela-2 No. 1L
1870,LES 4,1965-12-21,1977-08-01,52.0,HEO,LES 4
1939,OPS 7253,1966-01-19,1966-01-25,2000.0,LLEO/P,GAMBIT SV 974
1940,OPS 3179 (AGENA),1966-01-19,1966-01-23,600.0,LLEO/P,Agena D
1941,LES 3,1965-12-21,1968-04-06,16.0,HEO,LES 3
1949,COSMOS 106,1966-01-25,1966-11-14,200.0,LLEO/I,DS-P1-I No. 1L
1952,OPS 1593 (TRANSIT 11),1966-01-28,None,50.0,LEO/P,NNS O-7
1968,OPS 7291,1966-02-02,1966-02-27,210.0,LLEO/I,CORONA J-27
1982,ESSA 1 (OT-3),1966-02-03,None,138.0,LEO/S,Tiros OT3
1997,OPS 1439,1966-02-09,1969-09-26,600.0,LLEO/I,Project 770 Group 3-D
1998,COSMOS 107,1966-02-10,1966-02-18,2100.0,LLEO/I,Zenit-2 No. 34L
2002,COSMOS 108,1966-02-11,1966-11-21,291.0,LLEO/I,DS-U1-G No. 1
2012,OPS 1184,1966-02-15,1966-02-23,2000.0,LLEO/S,GAMBIT SV 975
2016,DIAPASON (D1-A),1966-02-17,None,19.0,LEO/I,D-1A
2019,COSMOS 109,1966-02-19,1966-02-27,2200.0,LLEO/I,Zenit-4 No. 14L
2070,COSMOS 110,1966-02-22,1966-03-16,2550.0,LLEO/I,Voskhod 3KV No. 5
2091,ESSA 2 (OT-2),1966-02-28,None,130.0,LEO/S,Tiros OT2
2104,AGENA TARGET,1966-03-16,1967-09-15,528.0,LLEO/I,TDA 3
2119,OPS 1117 (TRANSIT 12),1966-03-26,None,51.0,LEO/P,NNS O-8
2121,OV1-4,1966-03-30,None,87.0,LEO/R,OV1-4S
2122,OV1-5,1966-03-30,None,114.0,LEO/R,OV1-5S
2125,OPS 0340,1966-03-31,None,72.0,LEO/S,DMSP Block 2 F-3
2142,OAO 1,1966-04-08,None,1769.0,LEO/I,OAO A1
2147,COSMOS 115,1966-04-20,1966-04-28,2100.0,LLEO/I,Zenit-2 No. 35L
2150,OPS 1527 (OV3-1),1966-04-22,None,69.0,MEO,OV3-1
2151,MOLNIYA 1-3,1966-04-25,1973-06-11,1620.0,GTO,Molniya-1 No. 6L
2152,COSMOS 116,1966-04-26,1966-12-03,200.0,LLEO/I,DS-P1-Yu No. 6L
2163,COSMOS 117,1966-05-06,1966-05-14,2100.0,LLEO/I,Zenit-2 No. 39L
2168,COSMOS 118,1966-05-11,1988-11-23,1250.0,LEO/I,Meteor No. 4L
2172,OPS 6785,1966-05-14,1970-10-27,95.0,LLEO/R,P-11 No. 4404
2173,NIMBUS 2,1966-05-15,None,414.0,LEO/S,Nimbus C
2176,OPS 0082 (TRANSIT 13),1966-05-19,None,51.0,LEO/P,NNS O-9
2181,OPS 1778,1966-05-24,1966-06-09,210.0,LLEO/I,CORONA J-33
2182,COSMOS 119,1966-05-24,1966-11-30,286.0,LEO/I,DS-U2-I No. 1
2183,EXPLORER 32 (AE-B),1966-05-25,1985-02-22,224.0,LEO/I,AE-B
2186,ATDA,1966-06-01,1966-07-11,910.0,LLEO/I,TDA 4
2191,GEMINI 9,1966-06-03,1966-06-06,2210.0,LLEO/I,Gemini SC9
2194,OPS 1856,1966-06-03,1966-06-09,600.0,LLEO/P,Agena D
2195,OGO 3,1966-06-07,1981-09-15,487.0,VHEO,OGO B
2196,COSMOS 120,1966-06-08,1966-06-16,2100.0,LLEO/I,Zenit-2 No. 41L
2200,OPS 1960,1966-06-09,1966-12-03,1000.0,LEO/P,Midas RTS-I F1
2201,OPS 1427 (OV3-4),1966-06-10,None,78.0,MEO,OV3-4
2202,ERS 16,1966-06-09,1967-03-12,5.0,LEO/P,ERS 16
2205,SECOR 6 (EGRS 6),1966-06-09,1967-07-06,18.0,LEO/P,Secor II S/N 7 (TR-30A)
2207,OPS 9381 (GGTS),1966-06-16,None,47.0,MEO,GGTS
2210,COSMOS 121,1966-06-17,1966-06-25,2200.0,LLEO/I,Zenit-4 No. 20L
2215,OPS 9311 (IDSCS 1),1966-06-16,None,45.0,MEO,IDCSP 1
2216,OPS 9312 (IDSCS 2),1966-06-16,None,45.0,MEO,IDCSP 2
2217,OPS 9313 (IDSCS 3),1966-06-16,None,45.0,MEO,IDCSP 3
2218,OPS 9314 (IDSCS 4),1966-06-16,None,45.0,MEO,IDCSP 4
2219,OPS 9315 (IDSCS 5),1966-06-16,None,45.0,MEO,IDCSP 5
2220,OPS 9316 (IDSCS 6),1966-06-16,None,45.0,MEO,IDCSP 6
2221,OPS 9317 (IDSCS 7),1966-06-16,None,45.0,MEO,IDCSP 7
2227,OPS 1599,1966-06-21,1966-07-14,210.0,LLEO/I,CORONA J-31
2253,PAGEOS 1,1966-06-24,2016-09-02,57.0,MEO,Pageos A  (RCS 1.5)
2254,COSMOS 122,1966-06-25,1989-11-14,1250.0,LEO/I,Meteor No. 5L
2258,EXPLORER 33 (AIMP-D),1966-07-01,1966-07-02,57.0,CLO,AIMP D
2289,APOLLO 3 (AS-203),1966-07-05,1966-07-05,12051.0,LLEO/I,Saturn S-IVB-203
2290,PROTON 3,1966-07-06,1966-09-16,12200.0,LLEO/I,N-4 No. 4
2295,COSMOS 123,1966-07-08,1966-12-10,200.0,LLEO/I,DS-P1-Yu No. 5L
2322,OPS 1850,1966-07-12,1966-07-20,2000.0,LLEO/S,GAMBIT SV 980
2324,OV1-8,1966-07-14,1978-01-04,3.0,LEO/R,PasComSat
2325,COSMOS 124,1966-07-14,1966-07-22,2100.0,LLEO/I,Zenit-2 No. 42L
2348,AGENA TARGET,1966-07-18,1966-12-29,559.0,LLEO/I,TDA 1A
2349,GEMINI 10,1966-07-18,1966-07-19,2161.0,LLEO/I,Gemini SC10
2351,COSMOS 125,1966-07-20,1966-08-02,3000.0,LLEO/I,US-A No. 111
2368,COSMOS 126,1966-07-28,1966-08-06,2200.0,LLEO/I,Zenit-4 No. 21L
2376,OPS 3014,1966-07-29,1966-08-06,2250.0,LLEO/P,GAMBIT-3 FM-1
2389,OV3-3,1966-08-04,None,77.0,MEO,OV3-3
2391,COSMOS 127,1966-08-08,1966-08-16,2200.0,LLEO/I,Zenit-4 No. 22L
2393,OPS 1545,1966-08-09,1966-09-11,210.0,LLEO/S,CORONA J-32
2396,OPS 1832,1966-08-16,1966-08-24,2000.0,LLEO/P,GAMBIT SV 981
2397,OPS 6810,1966-08-16,1970-03-05,95.0,LLEO/P,P-11 No. 4405
2401,OPS 2366 (TRANSIT 14),1966-08-18,None,49.0,LEO/P,NNS O-10
2403,OPS 0856,1966-08-19,None,1000.0,MEO,Midas RTS-I F2
2411,SECOR 7 (EGRS 7),1966-08-19,None,18.0,MEO,Secor II S/N 8 (TR-30A)
2412,ERS 15,1966-08-19,None,5.0,MEO,ERS 15
2414,AGENA TARGET,1966-09-12,1966-12-30,565.0,LLEO/I,TDA 6
2418,OPS 6026 (DMSP 4A F1),1966-09-16,None,79.0,LEO/S,DMSP Block 4A F-1
2420,OPS 6874,1966-09-16,1968-05-09,95.0,LLEO/P,P-11 No. 4406
2435,ESSA 3 (TOS-A),1966-10-02,None,148.0,LEO/S,TOS A
2481,OPS 1920,1966-10-05,None,1000.0,MEO,Midas RTS-I F3
2501,MOLNIYA 1-4,1966-10-20,1968-09-11,1620.0,GTO,Molniya-1 No. 7L
2514,INTELSAT 2-F1,1966-10-26,2001-07-18,64.0,GTO,INTELSAT II F-1
2517,OV3-2,1966-10-28,1971-09-29,82.0,LEO/I,OV3-2
2520,SECOR 8 (EGRS 8),1966-10-05,None,18.0,MEO,Secor II S/N 9 (TR-30A)
2524,OPS 0855 (OV4-3 MOL),1966-11-03,1967-01-09,6627.0,LLEO/I,OV4-3
2525,OPS 5424,1966-11-02,1966-11-16,600.0,LLEO/P,Agena D
2526,OV4-1R,1966-11-03,1967-01-05,136.0,LLEO/I,OV4-1R
2527,OV1-6,1966-11-03,1966-12-31,198.0,LLEO/I,OV1-6S
2528,OV4-IT,1966-11-03,1967-01-11,109.0,LLEO/I,OV4-1T
2536,CIS UNKNOWN 2,1966-11-02,1966-11-29,5000.0,LLEO/I,8S692
2537,OPS 1866,1966-11-08,1966-11-29,210.0,LLEO/S,CORONA J-38
2565,AGENA TARGET,1966-11-11,1966-12-23,527.0,LLEO/I,TDA 7A
2566,GEMINI 12,1966-11-11,1966-11-12,2178.0,LLEO/I,Gemini SC12
2568,COSMOS 131,1966-11-12,1966-11-20,2200.0,LLEO/I,Zenit-4 No. 25L
2599,COSMOS 132,1966-11-19,1966-11-27,2100.0,LLEO/I,Zenit-2 No. 46L
2601,COSMOS 133,1966-11-28,1966-11-30,2720.0,LLEO/I,Soyuz 7K-OK(A) No. 2
2603,COSMOS 134,1966-12-03,1966-12-11,2200.0,LLEO/I,Zenit-4 No. 26L
2606,OPS 1890,1966-12-05,1966-12-14,2000.0,LLEO/R,GAMBIT SV 985
2608,ATS 1,1966-12-07,None,266.0,GEO/S,ATS B
2610,OV1-9,1966-12-11,None,106.0,MEO,OV1-9S
2611,OV1-10,1966-12-11,2002-11-30,124.0,LEO/P,OV1-10S
2612,COSMOS 135,1966-12-12,1967-04-12,280.0,LLEO/I,DS-U2-MP No. 1
2618,OPS 8968,1966-12-14,1966-12-24,2250.0,LLEO/R,GAMBIT-3 FM-3
2624,COSMOS 136,1966-12-19,1966-12-27,2100.0,LLEO/I,Zenit-2 No. 47L
2627,COSMOS 137,1966-12-21,1967-11-23,237.0,LEO/I,DS-U2-D No. 1
2632,BIOSAT 1,1966-12-14,1967-02-15,157.0,LLEO/I,Bios A SRV
2634,OPS 1584,1966-12-29,1969-04-05,600.0,LLEO/I,MULTIGROUP 1
2639,INTELSAT 2-F2,1967-01-11,2001-07-18,65.0,GEO/S,INTELSAT II F-2
2642,OPS 1664,1967-01-14,1967-02-02,210.0,LLEO/I,CORONA J-34
2645,OPS 9321 (IDSCS 8),1967-01-18,None,45.0,MEO,IDCSP 8
2646,COSMOS 138,1967-01-19,1967-01-27,2100.0,LLEO/I,Zenit-2 No. 43L
2649,OPS 9322 (IDSCS 9),1967-01-18,None,45.0,MEO,IDCSP 9
2650,OPS 9323 (IDSCS 10),1967-01-18,None,45.0,MEO,IDCSP 10
2651,OPS 9324 (IDSCS 11),1967-01-18,None,45.0,MEO,IDCSP 11
2652,OPS 9325 (IDSCS 12),1967-01-18,None,45.0,MEO,IDCSP 12
2653,OPS 9326 (IDSCS 13),1967-01-18,None,45.0,MEO,IDCSP 13
2654,OPS 9327 (IDSCS 14),1967-01-18,None,45.0,MEO,IDCSP 14
2655,OPS 9328 (IDSCS 15),1967-01-18,None,45.0,MEO,IDCSP 15
2656,COSMOS 139,1967-01-25,1967-01-25,1450.0,LLEO/I,OGCh No. 07L
2657,ESSA 4 (TOS-B),1967-01-26,None,132.0,LEO/S,TOS B
2664,OPS 4399,1967-02-02,1967-02-12,2000.0,LLEO/S,GAMBIT SV 986
2667,COSMOS 140,1967-02-07,1967-02-09,2720.0,LLEO/I,Soyuz 7K-OK(P) No. 3
2669,OPS 6073 (DMSP 4A F2),1967-02-08,None,79.0,LEO/S,DMSP Block 4A F-2
2670,COSMOS 141,1967-02-08,1967-02-16,2200.0,LLEO/I,Zenit-4 No. 29L
2674,DIADEME 1,1967-02-08,None,23.0,LEO/I,D-1C
2678,COSMOS 142,1967-02-14,1967-07-06,286.0,LEO/I,DS-U2-I No. 2
2680,DIADEME 2,1967-02-15,None,23.0,LEO/I,D-1D
2686,OPS 4750,1967-02-22,1967-03-11,210.0,LLEO/I,CORONA J-39
2687,OPS 4204,1967-02-24,1967-03-06,2250.0,LLEO/R,GAMBIT-3 FM-4
2693,COSMOS 143,1967-02-27,1967-03-07,2100.0,LLEO/I,Zenit-2 No. 45L
2695,COSMOS 144,1967-02-28,1982-09-14,1250.0,LEO/I,Meteor No. 6L
2697,COSMOS 145,1967-03-03,1968-03-08,280.0,LEO/I,DS-U2-M No. 2
2703,OSO 3,1967-03-08,1982-04-04,284.0,LLEO/I,OSO E1
2705,COSMOS 146,1967-03-10,1967-03-11,2800.0,CLO,L-1 No. 2P
2710,COSMOS 147,1967-03-13,1967-03-21,2100.0,LLEO/I,Zenit-2 No. 44L
2712,COSMOS 148,1967-03-16,1967-05-07,200.0,LLEO/I,DS-P1-I No. 2L
2714,COSMOS 149,1967-03-21,1967-04-07,321.0,LLEO/I,DS-MO No. 1
2715,COSMOS 150,1967-03-22,1967-03-30,2200.0,LLEO/I,Zenit-4 No. 27L
2717,INTELSAT 2-F3,1967-03-23,2001-07-18,65.0,GEO/S,INTELSAT II F-3
2720,COSMOS 151,1967-03-24,1991-05-06,800.0,LEO/I,Strela-2 No. 3L
2722,COSMOS 152,1967-03-25,1967-08-05,200.0,LLEO/I,DS-P1-Yu No. 7L
2736,OPS 4779,1967-03-30,1967-04-17,210.0,LLEO/P,CORONA J-35
2740,COSMOS 153,1967-04-04,1967-04-12,2100.0,LLEO/I,Zenit-2 No. 48L
2743,ATS 2,1967-04-06,1969-09-02,325.0,MEO,ATS A
2745,COSMOS 154,1967-04-08,1967-04-10,60.0,LLEO/I,SOZ
2750,COSMOS 155,1967-04-12,1967-04-20,2200.0,LLEO/I,Zenit-4 No. 28L
2754,OPS 0100 (TRANSIT 15),1967-04-14,None,50.0,LEO/P,NNS O-12
2757,ESSA 5,1967-04-20,None,147.0,LEO/S,TOS C
2759,SOYUZ 1,1967-04-23,1967-04-24,2720.0,LLEO/I,Soyuz 7K-OK(P) No. 4
2761,SAN MARCO 2,1967-04-26,1967-10-14,129.0,LLEO/E,San Marco B
2762,COSMOS 156,1967-04-27,1989-10-23,1250.0,LEO/I,Meteor No. 7L
2765,OPS 6638 (VELA 7),1967-04-28,None,221.0,VHEO,Vela 4A
2766,OPS 6679 (VELA 8),1967-04-28,None,221.0,VHEO,Vela 4B
2767,ERS 18,1967-04-28,None,9.0,VHEO,ERS 18
2768,ERS 20 (OV5-3),1967-04-28,None,9.0,VHEO,ERS 20
2769,ERS 27 (OV5-1),1967-04-28,None,9.0,VHEO,ERS 27
2773,ARIEL 3 (UK-3),1967-05-05,1970-12-14,90.0,LLEO/I,UK 3
2779,OPS 4696,1967-05-09,1967-07-13,210.0,LLEO/P,CORONA J-40
2780,OPS 1967,1967-05-09,1993-03-14,95.0,LEO/I,P-11 No. 4408
2781,COSMOS 157,1967-05-12,1967-05-20,2100.0,LLEO/I,Zenit-2 No. 49L
2801,COSMOS 158,1967-05-15,None,800.0,LEO/I,Tsiklon GVM No. 2
2805,COSMOS 159,1967-05-16,1977-11-11,1300.0,HEO,E-6LS No. 111
2806,COSMOS 160,1967-05-17,1967-05-17,1450.0,LLEO/I,OGCh No. 09L
2807,OPS 7218 (TRANSIT 16),1967-05-18,None,50.0,LEO/P,NNS O-13
2812,COSMOS 161,1967-05-22,1967-05-30,2200.0,LLEO/I,Zenit-4 No. 31L
2813,OPS 4321,1967-05-22,1967-05-30,2000.0,LLEO/P,GAMBIT SV 987
2816,OPS 5557,1967-05-22,1967-05-27,817.0,LLEO/P,Agena D
2817,EXPLORER 34 (IMP-4),1967-05-24,1967-05-25,74.0,DSO,IMP F
2822,MOLNIYA 1-5,1967-05-24,1971-11-26,1620.0,GTO,Molniya-1 No. 8L
2826,OPS 5712 (P/L 160),1967-05-31,None,5.0,LEO/I,NRL PL160
2827,COSMOS 162,1967-06-01,1967-06-09,2200.0,LLEO/I,Zenit-4 No. 30L
2828,GGSE 4,1967-05-31,None,85.0,LEO/I,POPPY 5 Bravo
2831,OPS 4360,1967-06-04,1967-06-12,2000.0,LLEO/R,GAMBIT SV 988
2832,COSMOS 163,1967-06-05,1967-10-11,280.0,LLEO/I,DS-U2-MP No. 2
2834,GGSE 5,1967-05-31,None,105.0,LEO/I,POPPY 5 Delta
2836,COSMOS 164,1967-06-08,1967-06-14,2100.0,LLEO/I,Zenit-2 No. 50L
2842,COSMOS 165,1967-06-12,1968-01-15,200.0,LEO/I,DS-P1-Yu No. 11L
2847,TIMATION 1,1967-05-31,None,39.0,LEO/I,Timation 1
2848,COSMOS 166,1967-06-16,1967-10-25,285.0,LLEO/I,DS-U3-S No. 1
2850,OPS 3559,1967-06-16,1967-07-20,210.0,LLEO/I,CORONA J-37
2851,OPS 1873,1967-06-16,1968-10-22,95.0,LLEO/I,P-11 No. 4409
2852,COSMOS 167,1967-06-17,1967-06-25,723.0,LLEO/I,4V-1 No. 311
2858,OPS 4282,1967-06-20,1967-06-30,2250.0,LLEO/R,GAMBIT-3 FM-6
2861,SECOR 9 (EGRS 9),1967-06-29,None,18.0,MEO,Secor II S/N 10 (TR-30A)
2862,OPS 9331 (IDSCS 16),1967-07-01,None,45.0,MEO,IDCSP 16
2863,OPS 9332 (IDSCS 17),1967-07-01,None,45.0,MEO,IDCSP 17
2864,OPS 9333 (IDSCS 18),1967-07-01,None,45.0,MEO,IDCSP 18
2865,OPS 9334 (DATS),1967-07-01,None,68.0,MEO,IDCSP 19/DATS
2866,LES 5,1967-07-01,None,102.0,MEO,LES 5
2867,DODGE 1,1967-07-01,None,195.0,MEO,DODGE
2869,COSMOS 168,1967-07-04,1967-07-12,2100.0,LLEO/I,Zenit-2 No. 52L
2872,SURCAL 159,1967-05-31,None,3.0,LEO/I,NRL PL159
2873,OPS 5712 (P/L 152),1967-05-31,None,52.0,LEO/I,POPPY 5 Alfa
2874,OPS 5712 (P/L 153),1967-05-31,None,77.0,LEO/I,POPPY 5 Charlie
2876,AURORA 1,1967-06-29,None,21.0,MEO,STP P67-1
2878,COSMOS 169,1967-07-17,1967-07-17,1450.0,LLEO/I,OGCh No. 11L
2884,EXPLORER 35 (AIMP-E),1967-07-19,1967-07-22,67.0,CLO,AIMP E
2890,OPS 1879,1967-07-25,1969-06-05,600.0,LLEO/I,MULTIGROUP 2
2893,OV1-86,1967-07-27,1972-02-22,105.0,LLEO/S,OV1-8S
2895,OGO 4,1967-07-28,1972-08-16,551.0,LEO/P,OGO D
2901,OV1-12,1967-07-27,1980-07-22,141.0,LLEO/S,OV1-12S
2902,COSMOS 170,1967-07-31,1967-07-31,1450.0,LLEO/I,OGCh No. 12L
2909,SURCAL 150B,1967-05-31,None,5.0,LEO/I,NRL PL150B
2910,OPS 4827,1967-08-07,1967-09-01,210.0,LLEO/I,CORONA J-42
2911,COSMOS 171,1967-08-08,1967-08-08,1450.0,LLEO/I,OGCh No. 10L
2914,COSMOS 172,1967-08-09,1967-08-17,2200.0,LLEO/I,Zenit-4 No. 34L
2919,OPS 4886,1967-08-16,1967-08-29,2250.0,LLEO/R,GAMBIT-3 FM-7
